"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"SOI7PUS","197810","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197811","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197812","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197813","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197901","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197902","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197903","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197904","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197905","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197906","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197907","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197908","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197909","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197910","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197911","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197912","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197913","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198001","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198002","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198003","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198004","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198005","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198006","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198007","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198008","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198009","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198010","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198011","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198012","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198013","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198101","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198102","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198103","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198104","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198105","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198106","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198107","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198108","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198109","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198110","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198111","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198112","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198113","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198201","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198202","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198203","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198204","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198205","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198206","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198207","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198208","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198209","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198210","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198211","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198212","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198213","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198301","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198302","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198303","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198304","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198305","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198306","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198307","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198308","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198309","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198310","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198311","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198312","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198313","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198401","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198402","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198403","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198404","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198405","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198406","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198407","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198408","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198409","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198410","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198411","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198412","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198413","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198501","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198502","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198503","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198504","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198505","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198506","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198507","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198508","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198509","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198510","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198511","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198512","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198513","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198601","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198602","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198603","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198604","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198605","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198606","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198607","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198608","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198609","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198610","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198611","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198612","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198613","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198701","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198702","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198703","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198704","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198705","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","198706","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
